show_id,type,title,country,released year,rating,listed_in,
s7035,Movie,Hypersomnia,Argentina,8-Jun-17,TV-MA,"Horror Movies, International Movies, Thrillers",
s7036,Movie,I Am,"India, Japan",4-Mar-19,TV-MA,"Dramas, Independent Movies, International Movies",
s7037,Movie,I Am Bolt,United Kingdom,1-Oct-17,PG,"Documentaries, Sports Movies",
s7038,Movie,I Am Jane Doe,United States,26-May-17,TV-14,Documentaries,
s7039,Movie,I Am Maris,United States,1-Apr-19,TV-14,Documentaries,
s7040,TV Show,I Am Me!,Mexico,3-Mar-17,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Comedies",
s7041,Movie,I Am Not Madame Bovary,China,2-Sep-17,TV-14,"Comedies, Dramas, International Movies",
s7042,Movie,I Am Sun Mu,"China, South Korea, United States",1-Feb-17,NR,"Documentaries, International Movies",
s7043,Movie,I Am Vengeance,United Kingdom,22-Dec-18,R,Action & Adventure,
s7044,Movie,I Am Wrath,United States,16-Sep-19,R,"Action & Adventure, Dramas",
s7045,Movie,I Don't Know How She Does It,United States,23-Mar-19,PG-13,Comedies,
s7046,Movie,I Dream Of Dance,,31-Jan-19,TV-14,"Children & Family Movies, Documentaries",
s7047,Movie,I Fine... Thank You... Love You,Thailand,5-Sep-18,TV-14,"Comedies, International Movies, Romantic Movies",
s7048,Movie,"I, Daniel Blake","United Kingdom, France, Belgium",19-Apr-19,R,"Dramas, Independent Movies",
s7049,Movie,I'll See You in My Dreams,United States,22-Oct-19,PG-13,"Comedies, Dramas, Independent Movies",
s7050,Movie,I'm in Love with a Church Girl,United States,1-Oct-17,PG,"Dramas, Faith & Spirituality, Romantic Movies",
s7051,TV Show,I'm Sorry,United States,13-Sep-19,TV-MA,TV Comedies,
s7052,Movie,Ice Guardians,"Canada, Ireland, United States",1-Oct-17,TV-MA,"Documentaries, International Movies, Sports Movies",
s7053,Movie,Iceman,"China, Hong Kong",23-Jan-18,R,"Action & Adventure, International Movies, Sci-Fi & Fantasy",
s7054,Movie,Ideachi Kalpana,India,1-Jan-18,TV-14,"Comedies, International Movies, Romantic Movies",
s7055,TV Show,Idiotest,United States,15-Dec-18,TV-PG,"Reality TV, TV Comedies",
s7056,Movie,Igor,"United States, France",1-Sep-19,PG,Children & Family Movies,
s7057,Movie,Iliza Shlesinger: War Paint,United States,1-Sep-13,NR,Stand-Up Comedy,
s7058,Movie,Imagine That,"United States, Germany",7-Dec-19,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",
s7059,Movie,Immoral Tales,France,6-Jun-19,UR,"Dramas, International Movies, Romantic Movies",
s7060,TV Show,In Between,Taiwan,1-Jan-17,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
s7061,Movie,In Search of Fellini,United States,19-Mar-18,R,"Action & Adventure, Dramas",
s7062,Movie,In The Deep,"United Kingdom, United States, Dominican Republic",10-Jan-18,PG-13,"Horror Movies, International Movies, Thrillers",
s7063,Movie,Incir Receli 2,Turkey,10-Mar-17,TV-14,"Dramas, International Movies, Romantic Movies",
s7064,Movie,Incoming,"Serbia, United States",26-Oct-18,TV-MA,"Action & Adventure, Sci-Fi & Fantasy",
s7065,Movie,Incomplete,India,8-Apr-17,TV-MA,"Dramas, International Movies, Romantic Movies",
s7066,Movie,Inconceivable,"United Kingdom, United States",1-Mar-18,R,Thrillers,
s7067,Movie,Incorruptible,"United States, Senegal",1-Sep-17,TV-MA,Documentaries,
s7068,Movie,Incredibles 2 (Spanish Version),United States,8-Feb-19,PG,"Children & Family Movies, Comedies",
s7069,Movie,INDIA,India,17-Feb-17,NR,"Dramas, Independent Movies, International Movies",
s7070,TV Show,India: Nature's Wonderland,United Kingdom,1-Mar-17,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",
s7071,Movie,Indiana Jones and the Kingdom of the Crystal Skull,United States,1-Jan-19,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",
s7072,Movie,Indiana Jones and the Last Crusade,United States,1-Jan-19,PG-13,"Action & Adventure, Children & Family Movies, Classic Movies",
s7073,Movie,Indiana Jones and the Raiders of the Lost Ark,United States,1-Jan-19,PG,"Action & Adventure, Children & Family Movies, Classic Movies",
s7074,Movie,Indiana Jones and the Temple of Doom,United States,1-Jan-19,PG,"Action & Adventure, Children & Family Movies, Classic Movies",
s7075,Movie,Indiscretion,United States,1-Feb-17,TV-MA,"Dramas, Thrillers",
s7076,Movie,Inequality for All,United States,29-Aug-18,PG,Documentaries,
s7077,Movie,Influx,United Kingdom,1-Apr-18,TV-PG,"Documentaries, International Movies",
s7078,Movie,Inglourious Basterds,"Germany, United States",22-Jul-19,R,Action & Adventure,
s7079,Movie,Inkheart,"Germany, United Kingdom, United States",1-Jul-19,PG,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",
s7080,Movie,Insan,India,1-Mar-18,TV-14,"Action & Adventure, Dramas, International Movies",
s7081,TV Show,Inside The Freemasons,United Kingdom,15-Sep-18,TV-MA,"British TV Shows, Docuseries, International TV Shows",
s7082,TV Show,Inside the Mind of a Serial Killer,United States,1-Jul-19,TV-14,"Crime TV Shows, Docuseries",
s7083,TV Show,Inside the Mossad,Israel,29-Jan-19,TV-14,"Docuseries, International TV Shows",
s7084,TV Show,Inst@famous,United Kingdom,31-Dec-18,TV-MA,Reality TV,
s7085,Movie,Instructions Not Included,Mexico,1-Jan-20,PG-13,"Comedies, Dramas, International Movies",
s7086,TV Show,Intelligence,Canada,19-Jul-17,TV-MA,"Crime TV Shows, TV Dramas",
s7087,Movie,Internet Famous,United States,21-Jul-16,TV-14,Comedies,
s7088,Movie,Into the Forest,Canada,7-Nov-18,R,"Dramas, International Movies, Sci-Fi & Fantasy",
s7089,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Japan,1-Sep-17,TV-PG,"Action & Adventure, Anime Features, International Movies",
s7090,Movie,Inuyasha the Movie - La spada del dominatore del mondo,Japan,1-Sep-17,TV-14,"Action & Adventure, Anime Features, International Movies",
s7091,Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Japan,1-Sep-17,TV-14,"Action & Adventure, Anime Features, International Movies",
s7092,Movie,Invictus,United States,1-Nov-19,PG-13,"Dramas, Sports Movies",
s7093,Movie,Invisible Essence: The Little Prince,Canada,14-Jan-19,TV-PG,Documentaries,
s7094,Movie,Inxeba,"South Africa, Germany, Netherlands, France",1-Feb-18,TV-MA,"Dramas, Independent Movies, International Movies",
s7095,Movie,Iqbal,India,1-Mar-18,TV-Y7,"Dramas, Independent Movies, International Movies",
s7096,Movie,Irada Pakka,India,15-Mar-18,TV-14,"Comedies, Dramas, International Movies",
s7097,Movie,Iron Cowboy: The Story of the 50.50.50,United States,19-Jul-19,TV-14,"Documentaries, Sports Movies",
s7098,Movie,Iron Man & Captain America: Heroes United,United States,12-Oct-14,PG,"Children & Family Movies, Sci-Fi & Fantasy",
s7099,TV Show,Iron Man: Armored Adventures,"Canada, United States, United Kingdom, France, Luxembourg",1-Aug-20,TV-Y7,Kids' TV,
s7100,Movie,Ishqedarriyaan,India,1-Mar-18,TV-14,"Dramas, International Movies, Romantic Movies",
s7101,TV Show,Islands of the Future,United Kingdom,1-Mar-17,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",
s7102,TV Show,마녀사냥,South Korea,19-Feb-18,TV-MA,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",
s7103,Movie,Issaq,India,1-Mar-18,TV-MA,"Dramas, International Movies, Music & Musicals",
s7104,Movie,It Takes Two,United States,20-Nov-19,PG,"Children & Family Movies, Comedies",
s7105,Movie,It's Fine,,3-May-19,TV-14,"Comedies, International Movies, Music & Musicals",
s7106,Movie,It's Now or Never,Spain,1-Mar-16,TV-MA,"Comedies, International Movies, Romantic Movies",
s7107,Movie,"It's Okay, Buddy",Egypt,6-Jun-19,TV-14,"Comedies, International Movies, Music & Musicals",
s7108,Movie,Iverson,United States,1-Apr-16,NR,"Documentaries, Sports Movies",
s7109,Movie,최강전사 미니특공대 : 영웅의 탄생,,1-Sep-18,TV-Y7,Children & Family Movies,
s7110,Movie,Jaan-E-Mann: Let's Fall in Love... Again,India,31-Dec-19,TV-14,"Dramas, International Movies, Romantic Movies",
s7111,Movie,Jack and the Cuckoo-Clock Heart,"France, Belgium",8-Feb-17,PG,"Children & Family Movies, Music & Musicals",
s7112,Movie,Jack of all Trades,Canada,16-Jul-19,TV-MA,"Documentaries, Sports Movies",
s7113,TV Show,Jack Taylor,"United States, Ireland",31-Mar-13,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s7114,Movie,Jackie Brown,United States,1-Aug-19,R,"Dramas, Thrillers",
s7115,Movie,Jackpot,Vietnam,6-Oct-18,TV-14,"Comedies, Dramas, International Movies",
s7116,Movie,Jail,India,31-Dec-19,TV-14,"Dramas, International Movies",
s7117,Movie,Jake's Buccaneer Blast,,6-Aug-17,TV-Y,Movies,
s7118,Movie,Jal,India,15-Oct-17,TV-14,"Dramas, Independent Movies, International Movies",
s7119,Movie,Jalpari: The Desert Mermaid,India,19-May-18,TV-14,"Dramas, Independent Movies, International Movies",
s7120,Movie,Janaan,Pakistan,15-Sep-17,TV-14,"Comedies, Dramas, International Movies",
s7121,TV Show,Japanese Style Originator,Japan,1-May-17,TV-G,"International TV Shows, Stand-Up Comedy & Talk Shows",
s7122,Movie,Jay and Silent Bob Strike Back,United States,1-Jan-19,R,"Comedies, Cult Movies",
s7123,Movie,Jealousy and medicine,Poland,1-Oct-19,TV-MA,"Dramas, International Movies, Romantic Movies",
s7124,TV Show,Jeopardy!,United States,18-Dec-20,TV-G,Reality TV,
s7125,Movie,Jeremy Scott: The People's Designer,United States,1-Apr-16,PG-13,Documentaries,
s7126,TV Show,Jericho,United States,16-Aug-17,TV-14,"Classic & Cult TV, TV Action & Adventure, TV Dramas",
s7127,Movie,Jersey Boys,United States,1-Jan-19,R,"Dramas, Music & Musicals",
s7128,Movie,Jesus: Countdown to Calvary,"Ireland, United States, France",1-Apr-19,TV-14,"Documentaries, Faith & Spirituality",
s7129,Movie,Jewel's Catch One,United States,1-May-18,TV-MA,"Documentaries, LGBTQ Movies",
s7130,TV Show,Jhansi Ki Rani,India,1-Jun-17,TV-14,"International TV Shows, TV Dramas",
s7131,Movie,Jimi Hendrix,United States,1-Nov-19,R,"Documentaries, Music & Musicals",
s7132,TV Show,JingleKids,Russia,1-Apr-19,TV-Y7,Kids' TV,
s7133,Movie,Jiro Dreams of Sushi,United States,5-Jun-19,PG,Documentaries,
s7134,Movie,Jis Desh Men Ganga Behti Hai,,31-Dec-19,TV-14,"Action & Adventure, Dramas, International Movies",
s7135,Movie,Joe Cocker: Mad Dog with Soul,United Kingdom,1-Apr-17,TV-14,"Documentaries, International Movies, Music & Musicals",
s7136,Movie,John & Jane,India,15-Aug-16,TV-14,"Documentaries, International Movies",
s7137,Movie,John Carter,United States,2-May-19,PG-13,"Action & Adventure, Sci-Fi & Fantasy",
s7138,Movie,John Day,India,31-Dec-19,TV-MA,"International Movies, Thrillers",
s7139,Movie,John Mellencamp: Plain Spoken,,1-Feb-18,TV-MA,"Documentaries, Music & Musicals",
s7140,Movie,Jonathan,United States,16-Apr-19,TV-MA,"Dramas, Independent Movies, Sci-Fi & Fantasy",
s7141,TV Show,Jonathan Strange & Mr Norrell,United Kingdom,25-Aug-16,TV-14,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy",
s7142,Movie,Jora 10 Numbaria,India,1-Jan-18,TV-MA,"Action & Adventure, International Movies",
s7143,TV Show,Juana Brava,Chile,20-Mar-17,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",
s7144,TV Show,Juana Inés,Mexico,27-Jan-17,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",
s7145,Movie,Judwaa,India,31-Dec-19,TV-14,"Comedies, International Movies, Romantic Movies",
s7146,Movie,Judy Moody and the Not Bummer Summer,United States,8-Aug-19,PG,"Children & Family Movies, Comedies",
s7147,Movie,Jugaad,,15-Sep-18,TV-14,Documentaries,
s7148,Movie,Julie & Julia,United States,1-Jan-21,PG-13,"Comedies, Dramas",
s7149,TV Show,Julius Jr.,United States," November 3, 2015",TV-Y,Kids' TV,
s7150,Movie,Jumping the Broom,United States,1-Nov-20,PG-13,"Comedies, Romantic Movies",
s7151,Movie,Junebug,United States,1-Mar-19,R,"Comedies, Dramas, Independent Movies",
s7152,Movie,Jupiter Ascending,"United States, Australia",1-Aug-19,PG-13,"Action & Adventure, Sci-Fi & Fantasy",
s7153,Movie,Just Friends,"Germany, United States, Canada",1-Sep-19,PG-13,"Comedies, Romantic Movies",
s7154,Movie,"Justice, My Foot!",Hong Kong,31-Aug-18,TV-14,"Action & Adventure, Comedies, International Movies",
s7155,Movie,Justin Bieber: Never Say Never,United States,1-Jan-18,G,"Documentaries, Music & Musicals",
s7156,TV Show,K,Japan,1-Dec-16,TV-MA,"Anime Series, Crime TV Shows, International TV Shows",
s7157,Movie,K-19: The Widowmaker,"United Kingdom, Germany, Canada, United States",21-Nov-19,PG-13,"Action & Adventure, Dramas",
s7158,TV Show,Kaçak,Turkey,26-Dec-16,TV-14,"Crime TV Shows, International TV Shows, TV Action & Adventure",
s7159,Movie,Kaabil,India,25-Jun-17,TV-14,"Dramas, International Movies",
s7160,Movie,Kaakan,India,1-Mar-18,TV-PG,"Dramas, International Movies, Romantic Movies",
s7161,Movie,Kaalia,India,31-Dec-19,TV-14,"Action & Adventure, Dramas, International Movies",
s7162,Movie,Kaaliyan,India,1-Aug-18,TV-PG,"Dramas, International Movies",
s7163,Movie,Kabali (Hindi Version),India,15-Dec-17,TV-MA,"Action & Adventure, Dramas, International Movies",
s7164,Movie,Kacche Dhaagey,India,1-Nov-17,TV-14,"Dramas, International Movies, Romantic Movies",
s7165,Movie,Kahlil Gibran's The Prophet,"United States, France, Canada, Lebanon, Qatar",1-Oct-17,PG,"Children & Family Movies, Dramas",
s7166,Movie,Kajraare,India,22-Oct-17,TV-14,"Dramas, International Movies, Music & Musicals",
s7167,Movie,Kaleidoscope,United Kingdom,8-May-18,TV-MA,Thrillers,
s7168,Movie,Kalki,India,1-Mar-18,TV-14,"Dramas, Independent Movies, International Movies",
s7169,Movie,Kanika,India,1-Mar-18,TV-14,"Horror Movies, International Movies, Thrillers",
s7170,Movie,Karzzzz,India,22-Oct-17,TV-14,"International Movies, Music & Musicals, Romantic Movies",
s7171,Movie,Kate & Leopold,United States,1-Jan-20,PG-13,"Comedies, Romantic Movies",
s7172,Movie,Katha,India,31-Dec-19,TV-PG,"Comedies, Dramas, Independent Movies",
s7173,Movie,Katt Williams: Live,United States,19-Jul-18,NR,Stand-Up Comedy,
s7174,Movie,Kaviyude Osyath,India,1-Jul-18,TV-14,"Dramas, International Movies",
s7175,Movie,Kay Dyache Bola,India,1-Jan-18,TV-14,"Comedies, Dramas, International Movies",
s7176,TV Show,Ken Burns: The Civil War,United States,22-Feb-17,TV-14,Docuseries,
s7177,TV Show,Ken Burns: The Roosevelts: An Intimate History,United States,22-Feb-17,TV-PG,Docuseries,
s7178,TV Show,Ken Burns: The West,United States,14-Mar-17,TV-PG,Docuseries,
s7179,Movie,Kevin Hart: Laugh at My Pain,United States,1-Oct-18,R,Stand-Up Comedy,
s7180,Movie,Kevin Hart: Let Me Explain,United States,13-Jul-18,R,Stand-Up Comedy,
s7181,Movie,Kevin Hart: Seriously Funny,United States,1-Oct-18,TV-MA,Stand-Up Comedy,
s7182,Movie,Kevyn Aucoin: Beauty & the Beast in Me,United States,1-Jan-19,TV-MA,"Documentaries, LGBTQ Movies",
s7183,TV Show,Khaani,Pakistan,1-Aug-19,TV-14,"Crime TV Shows, International TV Shows, Romantic TV Shows",
s7184,Movie,Khalnayak,India,1-Mar-18,TV-14,"Action & Adventure, Dramas, International Movies",
s7185,TV Show,Khan: No. 1 Crime Hunter,India,1-May-18,TV-14,"Crime TV Shows, International TV Shows, TV Comedies",
s7186,TV Show,Khelti Hai Zindagi Aankh Micholi,India,1-Apr-17,TV-14,"International TV Shows, TV Dramas",
s7187,Movie,Khosla Ka Ghosla,India,2-Aug-18,TV-14,"Comedies, Dramas, International Movies",
s7188,TV Show,Khotey Sikkey,India,15-Mar-18,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",
s7189,Movie,Khubsoorat,India,31-Dec-19,TV-PG,"Classic Movies, Comedies, Dramas",
s7190,Movie,Khushi,India,1-Mar-18,TV-14,"Comedies, International Movies, Music & Musicals",
s7191,Movie,Kia and Cosmos,India,1-May-19,TV-14,"Dramas, Independent Movies, International Movies",
s7192,Movie,Kickboxer: Retaliation,United States,26-Apr-18,R,Action & Adventure,
s7193,Movie,Kickboxer: Vengeance,United States,8-Dec-16,TV-MA,Action & Adventure,
s7194,Movie,Kicking and Screaming,United States,4-Nov-19,R,"Comedies, Independent Movies, Romantic Movies",
s7195,Movie,Kid Kulafu,Philippines,4-Mar-19,TV-14,"Dramas, International Movies, Sports Movies",
s7196,Movie,Kidnapping Mr. Heineken,"Netherlands, Belgium, United Kingdom, United States",8-Sep-17,R,"Action & Adventure, Dramas, International Movies",
s7197,TV Show,Kikoriki,,,TV-Y,Kids' TV,
s7198,Movie,Kill Bill: Vol. 1,"United States, Japan",1-Jan-20,R,Action & Adventure,
s7199,Movie,Kill Bill: Vol. 2,United States,1-Jan-20,R,Action & Adventure,
s7200,Movie,Kill Command,United Kingdom,23-Feb-17,TV-MA,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",
s7201,Movie,Kill Hitler! The Luck of the Devil,France,1-May-19,TV-14,"Documentaries, International Movies",
s7202,Movie,Kill Ratio,United States,17-Feb-17,TV-MA,Action & Adventure,
s7203,Movie,Kill the Irishman,United States,21-Aug-20,R,"Action & Adventure, Dramas, Independent Movies",
s7204,Movie,Killer Klowns from Outer Space,United States,1-Apr-20,PG-13,"Comedies, Cult Movies, Horror Movies",
s7205,Movie,Killers,United States,1-Jan-21,PG-13,"Action & Adventure, Comedies, Romantic Movies",
s7206,Movie,Kills on Wheels,Hungary,15-Mar-18,TV-MA,"Action & Adventure, Dramas, International Movies",
s7207,Movie,Kilo Two Bravo,United Kingdom,1-Mar-19,R,"Dramas, Independent Movies, Thrillers",
s7208,Movie,King Jack,United States,1-Jul-16,NR,"Dramas, Independent Movies",
s7209,Movie,King's Ransom,"United States, Canada",1-Nov-19,PG-13,"Action & Adventure, Comedies",
s7210,TV Show,Kingdoms of the Sky,,1-Oct-18,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",
s7211,Movie,Kingpin,United States,1-Jan-20,PG-13,"Comedies, Cult Movies, Sports Movies",
s7212,Movie,Kings,"France, Belgium, China, United States",29-Oct-18,R,Dramas,
s7213,Movie,Kis Kisko Pyaar Karoon,India,1-Nov-17,TV-PG,"Comedies, International Movies",
s7214,Movie,Kiss the Girls,United States,1-Jan-20,R,Thrillers,
s7215,TV Show,Kiss The Series,,26-May-19,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
s7216,TV Show,Kitten Rescuers,United Kingdom,2-Oct-19,TV-14,"British TV Shows, International TV Shows, Reality TV",
s7217,Movie,KL Zombi,Malaysia,21-Aug-17,TV-14,"Comedies, Horror Movies, International Movies",
s7218,TV Show,Knights of Sidonia,Japan," December 1, 2019",TV-MA,"Anime Series, International TV Shows",
s7219,Movie,Knock Knock,"United States, Chile, Israel",1-Nov-20,R,"Horror Movies, Thrillers",
s7220,Movie,Know Your Enemy - Japan,United States,31-Mar-17,TV-14,"Classic Movies, Documentaries",
s7221,Movie,Knowing,"United States, United Kingdom, Australia",1-Oct-19,PG-13,"Sci-Fi & Fantasy, Thrillers",
s7222,Movie,Koko: The Gorilla Who Talks,United Kingdom,1-Mar-17,TV-G,Documentaries,
s7223,TV Show,Kon Kon Kon,,16-Feb-18,TV-PG,"Docuseries, International TV Shows",
s7224,Movie,Kon-Tiki,"United Kingdom, Norway, Denmark, Germany, Sweden",26-Apr-19,PG-13,"Action & Adventure, Dramas, International Movies",
s7225,Movie,Koshish,India,31-Dec-19,TV-14,"International Movies, Romantic Movies",
s7226,Movie,Kraftidioten,"Norway, Denmark, Sweden",5-Jan-17,TV-MA,"Comedies, International Movies, Thrillers",
